Age_Group,City,Income_Range,Top_Speed_kmh,Range_km,Price_INR,Company_Model,Preference
middle-aged,Pune,70k-90k,60,59,143764,Royal Enfield,1
old,Mumbai,90k-110k,37,119,94568,KTM,1
old,Kolkata,90k-110k,71,99,90648,TVS,0
young,Hyderabad,50k-70k,52,120,87220,Suzuki,1
young,Hyderabad,50k-70k,62,62,57288,Hero,1
old,Pune,70k-90k,45,92,103624,Suzuki,1
middle-aged,Chennai,90k-110k,72,97,168277,Bajaj,1
middle-aged,Pune,70k-90k,64,70,198841,Royal Enfield,0
young,Mumbai,90k-110k,66,88,108377,KTM,1
young,Hyderabad,30k-50k,67,96,125932,Kawasaki,0
old,Bangalore,90k-110k,56,95,131228,Bajaj,0
young,Kolkata,50k-70k,37,109,134410,Kawasaki,0
old,Chennai,90k-110k,76,111,91632,Bajaj,1
middle-aged,Bangalore,70k-90k,63,114,133787,Royal Enfield,0
middle-aged,Ahmedabad,30k-50k,38,60,125099,Hero,0
old,Bangalore,50k-70k,62,70,159248,Bajaj,0
young,Kolkata,30k-50k,42,68,68714,Kawasaki,1
middle-aged,Pune,50k-70k,71,75,89167,TVS,1
young,Delhi,50k-70k,67,85,48922,Royal Enfield,1
middle-aged,Chennai,30k-50k,35,127,89647,Royal Enfield,0
old,Pune,30k-50k,67,114,130322,Bajaj,0
old,Kolkata,90k-110k,39,51,105527,Hero,0
old,Delhi,90k-110k,50,86,150732,Bajaj,1
middle-aged,Ahmedabad,50k-70k,60,59,157451,Kawasaki,1
young,Kolkata,90k-110k,42,119,193368,TVS,0
young,Kolkata,90k-110k,71,87,85846,Suzuki,1
young,Bangalore,50k-70k,36,62,187573,Mahindra,0
middle-aged,Hyderabad,90k-110k,42,122,117313,Royal Enfield,0
middle-aged,Pune,30k-50k,65,62,155316,TVS,1
middle-aged,Ahmedabad,70k-90k,57,103,80731,Bajaj,0
middle-aged,Kolkata,30k-50k,76,87,178330,Bajaj,1
middle-aged,Pune,70k-90k,56,126,131640,Honda,0
young,Delhi,30k-50k,74,79,56419,Bajaj,1
middle-aged,Bangalore,70k-90k,45,117,60091,Kawasaki,0
middle-aged,Delhi,70k-90k,68,104,113109,Mahindra,0
young,Delhi,90k-110k,69,79,129395,Kawasaki,1
middle-aged,Bangalore,50k-70k,60,66,142662,Kawasaki,1
young,Pune,30k-50k,57,116,177023,Bajaj,0
young,Delhi,90k-110k,54,112,169383,Suzuki,1
old,Mumbai,30k-50k,77,65,173335,Suzuki,0
old,Pune,30k-50k,49,78,167852,Royal Enfield,1
old,Hyderabad,70k-90k,67,80,112682,Mahindra,0
old,Hyderabad,70k-90k,78,107,196324,Mahindra,1
middle-aged,Kolkata,50k-70k,74,90,101645,Bajaj,0
old,Bangalore,70k-90k,43,82,100494,Royal Enfield,0
young,Hyderabad,30k-50k,59,67,119118,Honda,0
middle-aged,Bangalore,70k-90k,46,127,105293,Honda,0
old,Pune,90k-110k,55,97,116943,Honda,0
young,Mumbai,90k-110k,54,51,138968,TVS,0
middle-aged,Ahmedabad,70k-90k,53,101,82931,KTM,0
middle-aged,Mumbai,50k-70k,55,113,97836,Royal Enfield,1
old,Mumbai,70k-90k,62,104,177964,Hero,0
middle-aged,Mumbai,90k-110k,75,118,68124,Honda,0
young,Chennai,30k-50k,42,96,71843,Kawasaki,0
middle-aged,Ahmedabad,30k-50k,45,89,64369,Royal Enfield,1
young,Bangalore,30k-50k,48,91,45468,Kawasaki,0
middle-aged,Delhi,90k-110k,69,119,109030,Honda,1
old,Bangalore,90k-110k,39,101,95468,Suzuki,1
young,Hyderabad,30k-50k,54,116,192348,Honda,0
middle-aged,Ahmedabad,50k-70k,71,56,152612,Kawasaki,1
middle-aged,Bangalore,50k-70k,39,93,44834,Honda,0
middle-aged,Bangalore,30k-50k,55,120,175756,KTM,0
young,Ahmedabad,30k-50k,55,115,45541,Honda,0
young,Mumbai,90k-110k,53,56,106222,Suzuki,0
young,Mumbai,70k-90k,59,66,197625,Mahindra,0
old,Chennai,90k-110k,59,112,101894,KTM,0
old,Pune,70k-90k,52,126,126016,Royal Enfield,1
young,Bangalore,70k-90k,38,59,171616,Hero,1
middle-aged,Kolkata,70k-90k,78,90,173193,Suzuki,0
old,Ahmedabad,70k-90k,41,68,45359,TVS,0
young,Pune,30k-50k,57,106,147475,Suzuki,1
middle-aged,Hyderabad,70k-90k,63,76,174066,Bajaj,0
old,Ahmedabad,70k-90k,60,126,166778,Kawasaki,1
middle-aged,Chennai,70k-90k,35,77,185439,Yamaha,0
middle-aged,Ahmedabad,90k-110k,67,67,125171,Royal Enfield,1
middle-aged,Hyderabad,90k-110k,74,122,168476,Hero,0
middle-aged,Mumbai,90k-110k,74,103,83051,Hero,1
old,Hyderabad,50k-70k,62,100,62891,KTM,0
old,Bangalore,90k-110k,45,92,192345,Yamaha,1
old,Mumbai,50k-70k,42,98,75017,Royal Enfield,0
young,Ahmedabad,90k-110k,62,95,111300,Royal Enfield,0
old,Pune,50k-70k,72,110,187285,Royal Enfield,0
middle-aged,Delhi,90k-110k,47,75,173669,Kawasaki,1
old,Mumbai,30k-50k,62,117,60984,Royal Enfield,1
middle-aged,Mumbai,90k-110k,64,106,47650,Royal Enfield,1
young,Chennai,50k-70k,42,106,103372,TVS,1
middle-aged,Delhi,70k-90k,60,50,184548,Hero,0
middle-aged,Pune,90k-110k,41,59,77161,Mahindra,1
middle-aged,Ahmedabad,70k-90k,68,115,169520,Suzuki,0
young,Kolkata,70k-90k,65,117,58481,Mahindra,0
old,Kolkata,90k-110k,60,111,177558,Royal Enfield,1
old,Ahmedabad,90k-110k,43,54,58274,Yamaha,1
young,Kolkata,30k-50k,54,107,155233,Bajaj,0
middle-aged,Bangalore,50k-70k,68,119,145925,Yamaha,0
old,Kolkata,90k-110k,46,117,187190,KTM,1
young,Bangalore,50k-70k,68,120,73655,Kawasaki,0
old,Pune,90k-110k,65,104,54292,Bajaj,0
young,Pune,70k-90k,56,124,90389,Honda,0
middle-aged,Mumbai,70k-90k,49,95,156551,Royal Enfield,1
old,Ahmedabad,90k-110k,35,78,148143,Suzuki,0
young,Kolkata,50k-70k,73,111,51610,Mahindra,0
old,Chennai,50k-70k,60,107,129637,Hero,0
old,Pune,70k-90k,36,63,187956,Royal Enfield,0
old,Delhi,50k-70k,72,68,62768,Bajaj,0
old,Delhi,50k-70k,44,76,112322,Royal Enfield,1
young,Ahmedabad,30k-50k,35,97,109747,Royal Enfield,0
middle-aged,Ahmedabad,70k-90k,46,111,121475,Honda,0
young,Pune,50k-70k,58,70,90705,Royal Enfield,1
young,Mumbai,30k-50k,41,66,148085,TVS,0
young,Ahmedabad,90k-110k,69,60,111638,Yamaha,0
middle-aged,Hyderabad,30k-50k,60,121,127707,Yamaha,1
old,Delhi,30k-50k,75,64,184508,Hero,0
old,Ahmedabad,30k-50k,71,101,180313,Bajaj,0
old,Delhi,30k-50k,75,82,191000,Yamaha,0
middle-aged,Hyderabad,30k-50k,55,85,58123,Mahindra,0
old,Mumbai,30k-50k,71,102,56150,KTM,0
middle-aged,Hyderabad,90k-110k,66,111,81420,Yamaha,1
old,Mumbai,90k-110k,46,124,130673,Kawasaki,1
old,Mumbai,70k-90k,39,74,66076,TVS,1
young,Chennai,70k-90k,59,82,152775,Kawasaki,1
middle-aged,Mumbai,90k-110k,56,116,53190,Kawasaki,1
young,Mumbai,90k-110k,45,63,157096,Suzuki,1
young,Mumbai,70k-90k,47,75,173669,Kawasaki,1
young,Pune,30k-50k,39,81,58780,Royal Enfield,1
middle-aged,Ahmedabad,50k-70k,50,107,137476,TVS,1
middle-aged,Ahmedabad,30k-50k,42,70,72481,Yamaha,0
old,Kolkata,90k-110k,64,56,131193,Suzuki,1
young,Pune,70k-90k,76,53,188490,Royal Enfield,1
old,Kolkata,70k-90k,64,91,125110,Royal Enfield,1
young,Chennai,30k-50k,62,62,130590,Bajaj,1
middle-aged,Chennai,70k-90k,41,68,61357,Hero,0
middle-aged,Ahmedabad,90k-110k,67,78,154189,Hero,0
middle-aged,Ahmedabad,90k-110k,70,120,150242,Mahindra,1
young,Delhi,50k-70k,55,75,51338,Mahindra,0
middle-aged,Hyderabad,90k-110k,67,54,87162,Kawasaki,1
young,Hyderabad,50k-70k,48,51,46413,Mahindra,1
old,Pune,50k-70k,41,95,131154,Bajaj,1
young,Kolkata,30k-50k,58,103,136091,Mahindra,1
old,Chennai,70k-90k,40,88,186001,Suzuki,1
young,Chennai,90k-110k,48,110,97014,Royal Enfield,1
old,Ahmedabad,70k-90k,50,51,117719,Yamaha,1
middle-aged,Pune,50k-70k,61,80,59111,Suzuki,0
old,Delhi,90k-110k,60,70,143864,Bajaj,0
middle-aged,Ahmedabad,70k-90k,64,63,114199,Suzuki,1
middle-aged,Ahmedabad,90k-110k,69,107,69570,Honda,1
old,Mumbai,30k-50k,78,90,173193,Suzuki,0
young,Bangalore,90k-110k,74,106,100565,Honda,1
young,Delhi,50k-70k,74,58,59248,Suzuki,1
young,Hyderabad,90k-110k,54,93,188954,TVS,0
young,Ahmedabad,30k-50k,38,103,165939,Kawasaki,1
young,Hyderabad,30k-50k,75,91,123064,Hero,1
middle-aged,Bangalore,70k-90k,46,106,190154,Kawasaki,0
young,Delhi,30k-50k,73,84,147088,Bajaj,0
middle-aged,Delhi,50k-70k,70,123,156260,Mahindra,0
middle-aged,Mumbai,30k-50k,62,100,62891,KTM,0
middle-aged,Chennai,70k-90k,77,64,195152,KTM,1
old,Kolkata,30k-50k,68,91,45875,KTM,0
old,Delhi,30k-50k,39,124,149928,Mahindra,0
middle-aged,Mumbai,90k-110k,40,75,180019,TVS,1
old,Hyderabad,70k-90k,52,116,103321,KTM,1
young,Bangalore,90k-110k,78,72,160361,Hero,1
young,Pune,70k-90k,49,83,196472,Royal Enfield,0
middle-aged,Hyderabad,70k-90k,71,77,102703,Honda,1
young,Ahmedabad,70k-90k,60,107,117741,KTM,0
middle-aged,Pune,70k-90k,78,66,108610,Mahindra,0
middle-aged,Chennai,70k-90k,55,53,199925,TVS,1
young,Pune,70k-90k,69,119,196540,Kawasaki,0
old,Delhi,30k-50k,59,125,169266,Royal Enfield,1
young,Bangalore,30k-50k,51,58,125029,Mahindra,1
young,Delhi,30k-50k,59,87,87988,Royal Enfield,0
middle-aged,Pune,50k-70k,67,124,186412,Kawasaki,0
middle-aged,Kolkata,70k-90k,73,70,68976,TVS,0
middle-aged,Hyderabad,30k-50k,49,59,77785,TVS,1
middle-aged,Ahmedabad,70k-90k,50,104,113165,Yamaha,1
old,Pune,90k-110k,67,103,98304,KTM,1
old,Ahmedabad,50k-70k,44,109,188980,Bajaj,0
old,Kolkata,70k-90k,64,99,86782,Yamaha,1
middle-aged,Pune,30k-50k,43,95,93950,Bajaj,0
middle-aged,Chennai,50k-70k,53,107,151460,Suzuki,1
middle-aged,Bangalore,90k-110k,45,92,146062,Royal Enfield,0
old,Kolkata,70k-90k,77,86,122113,Royal Enfield,1
middle-aged,Mumbai,50k-70k,63,123,162920,TVS,1
young,Chennai,70k-90k,74,106,89227,Yamaha,1
young,Delhi,50k-70k,72,106,66689,Kawasaki,1
middle-aged,Pune,30k-50k,56,127,89591,Yamaha,0
young,Bangalore,70k-90k,62,70,159248,Bajaj,1
young,Bangalore,70k-90k,54,76,140433,Honda,1
old,Pune,70k-90k,45,94,100792,Bajaj,0
middle-aged,Mumbai,30k-50k,59,121,53569,Royal Enfield,1
middle-aged,Hyderabad,50k-70k,69,58,127028,Bajaj,1
old,Hyderabad,30k-50k,67,76,175708,TVS,1
young,Kolkata,90k-110k,75,126,160348,Hero,1
young,Pune,90k-110k,56,110,171904,Yamaha,1
middle-aged,Ahmedabad,90k-110k,63,122,187588,Kawasaki,0
young,Bangalore,50k-70k,58,61,150637,TVS,0
old,Mumbai,70k-90k,68,116,179797,Yamaha,0
old,Hyderabad,50k-70k,52,113,132478,Honda,0
middle-aged,Mumbai,90k-110k,63,97,140516,Bajaj,0
old,Hyderabad,50k-70k,38,98,95690,Hero,0
old,Delhi,70k-90k,49,118,75357,Kawasaki,0
middle-aged,Mumbai,70k-90k,64,97,82744,TVS,0
old,Chennai,50k-70k,44,55,148194,Suzuki,1
old,Ahmedabad,90k-110k,38,62,176965,Suzuki,1
old,Bangalore,70k-90k,55,124,156328,Hero,1
young,Chennai,90k-110k,75,55,97693,Bajaj,0
middle-aged,Hyderabad,70k-90k,41,89,97413,Suzuki,0
middle-aged,Mumbai,90k-110k,47,80,160603,Yamaha,0
middle-aged,Mumbai,50k-70k,78,122,91279,Suzuki,0
young,Ahmedabad,30k-50k,40,75,180019,TVS,0
young,Chennai,30k-50k,72,97,168277,Bajaj,1
middle-aged,Delhi,90k-110k,36,95,165292,Kawasaki,1
young,Mumbai,70k-90k,35,87,160908,Royal Enfield,1
middle-aged,Chennai,50k-70k,58,94,129366,Suzuki,0
young,Chennai,70k-90k,50,102,48507,Hero,1
old,Ahmedabad,30k-50k,46,96,76642,Kawasaki,1
old,Bangalore,30k-50k,48,65,88458,Hero,0
middle-aged,Delhi,50k-70k,44,61,97450,Suzuki,1
young,Kolkata,90k-110k,67,62,199086,Mahindra,1
young,Chennai,50k-70k,74,98,77583,Mahindra,0
old,Ahmedabad,30k-50k,75,76,132356,Hero,0
old,Ahmedabad,50k-70k,69,93,76535,KTM,1
young,Bangalore,30k-50k,35,77,185439,Yamaha,1
young,Kolkata,70k-90k,63,98,68143,TVS,1
young,Ahmedabad,30k-50k,59,79,107749,Royal Enfield,0
young,Ahmedabad,30k-50k,56,69,188575,KTM,0
young,Bangalore,50k-70k,57,91,127797,Kawasaki,0
young,Bangalore,50k-70k,67,100,147157,Royal Enfield,1
middle-aged,Pune,50k-70k,72,51,106643,Yamaha,0
young,Delhi,70k-90k,49,57,145121,Royal Enfield,0
old,Mumbai,50k-70k,78,106,162922,Kawasaki,0
middle-aged,Delhi,70k-90k,58,116,99162,Kawasaki,0
young,Kolkata,90k-110k,76,67,111005,Royal Enfield,1
old,Pune,50k-70k,47,63,67762,Hero,1
middle-aged,Ahmedabad,50k-70k,67,108,199384,Bajaj,1
old,Delhi,90k-110k,41,83,124738,TVS,0
young,Ahmedabad,90k-110k,71,105,152730,Kawasaki,0
young,Mumbai,90k-110k,75,55,97693,Bajaj,0
young,Delhi,30k-50k,67,85,99486,Mahindra,1
young,Delhi,30k-50k,57,55,78743,TVS,1
middle-aged,Delhi,30k-50k,41,117,131985,Kawasaki,1
middle-aged,Chennai,90k-110k,45,75,80163,Royal Enfield,0
old,Chennai,70k-90k,62,89,182919,Suzuki,1
young,Delhi,50k-70k,47,54,183565,Hero,1
old,Mumbai,30k-50k,73,112,82346,Mahindra,1
middle-aged,Ahmedabad,90k-110k,74,109,60940,Honda,1
young,Hyderabad,50k-70k,37,119,94568,KTM,1
young,Mumbai,30k-50k,46,77,49993,Honda,1
middle-aged,Mumbai,90k-110k,35,123,194348,KTM,1
middle-aged,Mumbai,50k-70k,47,99,78381,TVS,0
middle-aged,Ahmedabad,30k-50k,60,98,116361,Hero,1
middle-aged,Pune,30k-50k,64,86,188825,Mahindra,0
middle-aged,Pune,30k-50k,47,64,187084,Honda,0
young,Bangalore,30k-50k,51,81,60043,Bajaj,0
middle-aged,Delhi,30k-50k,69,119,109030,Honda,0
young,Hyderabad,90k-110k,47,103,105779,Kawasaki,0
young,Hyderabad,50k-70k,64,97,82744,TVS,1
middle-aged,Delhi,30k-50k,54,120,114864,Kawasaki,1
middle-aged,Bangalore,50k-70k,73,85,170320,Honda,0
young,Mumbai,30k-50k,47,54,183565,Hero,0
middle-aged,Kolkata,90k-110k,72,107,102847,Bajaj,1
middle-aged,Kolkata,90k-110k,50,50,169555,Bajaj,0
middle-aged,Ahmedabad,50k-70k,49,81,151791,Honda,0
old,Bangalore,30k-50k,62,116,114649,Honda,0
young,Hyderabad,90k-110k,55,62,165282,Kawasaki,0
old,Kolkata,30k-50k,53,99,53583,KTM,1
middle-aged,Chennai,30k-50k,68,74,44364,TVS,0
old,Delhi,70k-90k,36,92,128785,Royal Enfield,0
middle-aged,Kolkata,90k-110k,59,96,195388,TVS,1
old,Ahmedabad,50k-70k,36,121,145999,Kawasaki,1
middle-aged,Pune,50k-70k,72,77,177811,Yamaha,1
old,Ahmedabad,30k-50k,61,75,126793,Hero,1
old,Pune,30k-50k,63,106,119271,Suzuki,1
old,Hyderabad,30k-50k,66,97,58588,KTM,1
young,Hyderabad,70k-90k,56,79,78457,KTM,0
old,Chennai,30k-50k,69,117,114077,Bajaj,1
young,Ahmedabad,30k-50k,35,126,94110,KTM,0
middle-aged,Delhi,50k-70k,76,59,101014,Honda,1
old,Ahmedabad,70k-90k,38,92,194943,Yamaha,1
middle-aged,Chennai,50k-70k,71,68,99479,Kawasaki,0
middle-aged,Delhi,70k-90k,58,52,116908,Bajaj,0
old,Delhi,70k-90k,60,108,131236,Royal Enfield,1
young,Hyderabad,90k-110k,51,61,133180,Kawasaki,0
old,Kolkata,90k-110k,69,96,167711,Mahindra,1
middle-aged,Ahmedabad,90k-110k,77,101,123303,KTM,1
middle-aged,Pune,50k-70k,66,95,79187,Bajaj,0
old,Bangalore,90k-110k,42,89,121990,Suzuki,1
young,Kolkata,90k-110k,67,67,63551,KTM,0
young,Ahmedabad,50k-70k,54,91,116894,TVS,0
middle-aged,Hyderabad,70k-90k,55,126,49409,Hero,1
middle-aged,Mumbai,70k-90k,50,102,48507,Hero,1
young,Chennai,30k-50k,60,107,129637,Hero,0
old,Hyderabad,30k-50k,54,67,172027,Kawasaki,1
middle-aged,Ahmedabad,90k-110k,61,67,155860,Hero,1
young,Mumbai,50k-70k,63,102,79825,Kawasaki,0
middle-aged,Delhi,70k-90k,50,90,189265,Suzuki,1
old,Hyderabad,50k-70k,38,121,45391,TVS,1
young,Kolkata,30k-50k,65,119,199915,Yamaha,0
middle-aged,Ahmedabad,90k-110k,38,122,82098,Hero,1
old,Mumbai,30k-50k,64,124,151983,KTM,1
middle-aged,Mumbai,30k-50k,48,111,161491,Bajaj,0
old,Pune,70k-90k,71,120,90926,Hero,1
old,Hyderabad,50k-70k,37,114,127029,Kawasaki,1
young,Mumbai,70k-90k,58,64,61158,KTM,0
old,Pune,70k-90k,39,110,152500,Suzuki,1
middle-aged,Pune,30k-50k,46,100,170417,TVS,0
old,Delhi,90k-110k,58,61,163753,Yamaha,0
old,Ahmedabad,30k-50k,69,67,94934,KTM,1
young,Pune,50k-70k,76,62,73669,Suzuki,0
old,Delhi,90k-110k,69,81,186667,Mahindra,1
old,Pune,70k-90k,40,92,140856,Suzuki,1
middle-aged,Pune,50k-70k,75,92,78112,Mahindra,0
young,Hyderabad,50k-70k,59,67,103902,Bajaj,1
young,Hyderabad,50k-70k,62,104,102734,Royal Enfield,1
young,Delhi,50k-70k,63,92,196647,KTM,1
old,Mumbai,30k-50k,37,53,92380,Hero,0
young,Chennai,50k-70k,50,96,148843,TVS,0
old,Kolkata,30k-50k,62,62,130590,Bajaj,1
old,Kolkata,90k-110k,39,58,138192,Bajaj,0
middle-aged,Delhi,50k-70k,61,88,158176,Bajaj,1
middle-aged,Mumbai,30k-50k,58,66,53589,Suzuki,1
middle-aged,Hyderabad,50k-70k,62,74,96243,Bajaj,1
middle-aged,Hyderabad,90k-110k,59,127,69103,Hero,0
middle-aged,Chennai,70k-90k,40,91,138786,Yamaha,1
old,Bangalore,90k-110k,72,85,135782,Kawasaki,1
old,Hyderabad,70k-90k,69,86,155375,Kawasaki,1
young,Delhi,30k-50k,39,124,148647,Bajaj,1
old,Bangalore,90k-110k,67,117,105192,Suzuki,0
old,Kolkata,30k-50k,60,57,176267,Mahindra,0
middle-aged,Kolkata,90k-110k,47,116,121926,Yamaha,1
old,Hyderabad,50k-70k,55,91,129603,Bajaj,1
middle-aged,Chennai,70k-90k,53,100,161776,TVS,0
young,Ahmedabad,50k-70k,57,116,177023,Bajaj,1
young,Chennai,30k-50k,44,86,86915,Hero,1
old,Bangalore,50k-70k,56,126,95514,Yamaha,1
young,Ahmedabad,70k-90k,58,70,59732,Yamaha,1
old,Hyderabad,70k-90k,47,117,115492,Suzuki,1
young,Kolkata,70k-90k,39,126,128739,Bajaj,1
middle-aged,Chennai,70k-90k,71,114,52720,TVS,1
middle-aged,Chennai,70k-90k,69,52,101241,Bajaj,0
middle-aged,Ahmedabad,30k-50k,77,118,146364,Kawasaki,0
middle-aged,Kolkata,50k-70k,48,70,166002,Bajaj,1
old,Hyderabad,90k-110k,42,79,157920,TVS,1
young,Kolkata,50k-70k,49,115,193667,KTM,1
old,Mumbai,50k-70k,53,105,63159,KTM,0
middle-aged,Pune,30k-50k,73,85,131945,Kawasaki,0
old,Chennai,30k-50k,78,51,90553,Yamaha,0
young,Bangalore,30k-50k,35,102,110920,Suzuki,1
old,Hyderabad,30k-50k,47,71,142560,TVS,1
young,Delhi,50k-70k,48,116,164533,KTM,0
old,Delhi,70k-90k,52,83,162637,Honda,1
young,Kolkata,70k-90k,58,93,89798,Yamaha,1
young,Pune,30k-50k,46,72,153071,Bajaj,0
middle-aged,Hyderabad,90k-110k,48,122,49796,Royal Enfield,0
young,Hyderabad,50k-70k,75,126,99612,Royal Enfield,0
middle-aged,Bangalore,50k-70k,52,117,105606,Hero,0
middle-aged,Mumbai,90k-110k,68,70,123164,Hero,0
middle-aged,Ahmedabad,30k-50k,58,93,89798,Yamaha,1
old,Chennai,50k-70k,76,93,91997,Royal Enfield,1
old,Mumbai,90k-110k,50,52,74846,Suzuki,0
old,Hyderabad,70k-90k,59,121,134570,KTM,1
old,Bangalore,90k-110k,68,85,183317,KTM,0
young,Mumbai,90k-110k,43,64,133792,Royal Enfield,1
young,Kolkata,30k-50k,65,91,142557,Mahindra,1
old,Delhi,50k-70k,55,127,101480,Kawasaki,1
young,Kolkata,90k-110k,72,110,108373,Suzuki,1
young,Chennai,50k-70k,47,85,161752,Honda,1
middle-aged,Kolkata,50k-70k,39,59,95134,Yamaha,0
middle-aged,Bangalore,30k-50k,37,67,163774,TVS,0
middle-aged,Hyderabad,70k-90k,58,53,192210,KTM,1
middle-aged,Bangalore,50k-70k,76,85,164457,Yamaha,0
young,Chennai,30k-50k,60,106,187518,Hero,0
old,Chennai,30k-50k,56,73,146499,Honda,0
young,Delhi,90k-110k,66,75,47320,Kawasaki,0
young,Mumbai,50k-70k,57,116,69457,Mahindra,0
young,Delhi,30k-50k,53,93,155769,Royal Enfield,0
middle-aged,Kolkata,70k-90k,47,54,55017,TVS,0
middle-aged,Mumbai,90k-110k,78,81,105914,Mahindra,0
middle-aged,Chennai,70k-90k,58,104,72552,Kawasaki,0
old,Bangalore,30k-50k,50,105,133520,Honda,1
young,Kolkata,90k-110k,61,90,153034,Hero,1
old,Ahmedabad,50k-70k,78,94,115667,KTM,0
middle-aged,Delhi,90k-110k,64,78,153388,Suzuki,0
old,Hyderabad,90k-110k,58,100,189457,Kawasaki,1
young,Pune,70k-90k,40,51,58779,Suzuki,0
young,Pune,50k-70k,41,54,185822,Bajaj,1
middle-aged,Chennai,30k-50k,74,100,80613,Yamaha,1
middle-aged,Hyderabad,70k-90k,35,69,58915,Kawasaki,0
old,Mumbai,50k-70k,51,58,61482,Kawasaki,0
middle-aged,Pune,30k-50k,57,106,126212,Royal Enfield,1
middle-aged,Mumbai,90k-110k,66,98,160378,Hero,0
young,Bangalore,50k-70k,42,55,193594,Kawasaki,1
middle-aged,Chennai,70k-90k,53,90,180971,Bajaj,0
middle-aged,Ahmedabad,30k-50k,44,85,132738,Honda,0
young,Chennai,30k-50k,40,106,161472,Bajaj,0
young,Kolkata,50k-70k,62,70,156051,Yamaha,0
old,Kolkata,50k-70k,67,99,53491,Suzuki,1
middle-aged,Hyderabad,90k-110k,60,98,94255,Hero,1
young,Mumbai,30k-50k,36,107,180817,Kawasaki,1
old,Ahmedabad,90k-110k,63,53,92506,Honda,0
old,Pune,90k-110k,52,113,132478,Honda,0
middle-aged,Pune,70k-90k,54,105,45750,Suzuki,0
middle-aged,Delhi,70k-90k,48,55,121442,Suzuki,1
old,Ahmedabad,50k-70k,75,95,116204,Royal Enfield,1
young,Mumbai,50k-70k,68,119,138826,Bajaj,1
old,Pune,50k-70k,59,123,149682,Kawasaki,0
middle-aged,Kolkata,70k-90k,69,52,101241,Bajaj,0
young,Kolkata,90k-110k,67,85,99486,Mahindra,0
young,Ahmedabad,90k-110k,56,99,93632,Mahindra,1
old,Kolkata,70k-90k,35,127,89647,Royal Enfield,0
middle-aged,Mumbai,50k-70k,41,112,89853,Yamaha,0
old,Chennai,50k-70k,51,83,104032,KTM,1
old,Hyderabad,90k-110k,48,82,169580,Yamaha,1
old,Delhi,30k-50k,73,106,130489,Royal Enfield,0
young,Delhi,30k-50k,63,76,174066,Bajaj,1
young,Kolkata,30k-50k,60,102,135713,Yamaha,0
middle-aged,Bangalore,30k-50k,52,118,109018,KTM,0
middle-aged,Ahmedabad,50k-70k,48,95,178693,Kawasaki,0
old,Mumbai,70k-90k,59,97,178365,Royal Enfield,1
old,Ahmedabad,70k-90k,65,120,162104,Hero,1
old,Pune,30k-50k,45,106,145387,Suzuki,1
middle-aged,Ahmedabad,70k-90k,68,72,93297,Yamaha,0
young,Pune,90k-110k,71,74,58260,Mahindra,1
young,Ahmedabad,30k-50k,70,51,107753,Yamaha,0
old,Ahmedabad,50k-70k,67,62,105554,KTM,1
old,Hyderabad,30k-50k,69,117,156255,Royal Enfield,0
old,Chennai,90k-110k,66,86,191214,Yamaha,0
old,Kolkata,70k-90k,44,81,138244,Kawasaki,1
middle-aged,Bangalore,70k-90k,65,119,199915,Yamaha,0
young,Kolkata,70k-90k,38,85,70739,Yamaha,1
old,Ahmedabad,50k-70k,40,66,119603,Kawasaki,0
middle-aged,Ahmedabad,30k-50k,53,58,62051,Royal Enfield,0
old,Bangalore,50k-70k,74,53,165070,Bajaj,0
old,Delhi,90k-110k,60,68,171818,Royal Enfield,0
young,Bangalore,50k-70k,78,93,154290,KTM,0
old,Delhi,30k-50k,59,96,184749,Kawasaki,1
young,Delhi,70k-90k,68,58,96137,Mahindra,0
young,Ahmedabad,70k-90k,38,118,69905,Mahindra,0
young,Mumbai,70k-90k,54,93,130928,Mahindra,1
middle-aged,Hyderabad,70k-90k,36,92,105720,Yamaha,1
middle-aged,Bangalore,50k-70k,40,66,74782,KTM,0
young,Chennai,30k-50k,51,100,190998,KTM,1
old,Chennai,30k-50k,76,111,91632,Bajaj,1
young,Bangalore,30k-50k,45,104,66149,Royal Enfield,0
old,Hyderabad,50k-70k,62,103,177873,Royal Enfield,0
young,Mumbai,70k-90k,66,103,78523,Yamaha,1
old,Chennai,70k-90k,76,68,64156,Mahindra,0
middle-aged,Kolkata,30k-50k,62,97,56975,Mahindra,0
old,Chennai,70k-90k,74,115,55929,Royal Enfield,0
young,Ahmedabad,50k-70k,40,108,65604,KTM,0
middle-aged,Mumbai,90k-110k,52,64,105480,KTM,1
old,Delhi,70k-90k,72,112,99897,Kawasaki,0
old,Delhi,90k-110k,45,104,180611,Kawasaki,1
old,Delhi,90k-110k,40,71,46765,Mahindra,1
old,Ahmedabad,90k-110k,43,74,169758,TVS,1
old,Mumbai,70k-90k,37,113,190903,Yamaha,0
middle-aged,Delhi,90k-110k,67,50,147565,TVS,1
middle-aged,Hyderabad,70k-90k,46,111,111863,Royal Enfield,1
middle-aged,Delhi,30k-50k,58,86,115820,Honda,0
middle-aged,Mumbai,50k-70k,59,89,192805,KTM,0
young,Ahmedabad,90k-110k,59,112,64637,Hero,0
middle-aged,Kolkata,90k-110k,77,96,129945,Mahindra,1
old,Chennai,30k-50k,47,66,46670,Hero,1
old,Mumbai,50k-70k,63,78,187748,Suzuki,0
middle-aged,Mumbai,30k-50k,60,68,86875,Yamaha,0
